date,close
2023-05-04,20.1422
2023-05-05,20.3481
2023-05-08,20.3797
2023-05-09,20.3243
2023-05-10,20.3322
2023-05-11,20.4985
2023-05-12,20.5856
2023-05-15,20.7439
2023-05-16,20.3639
2023-05-17,20.4827
2023-05-18,20.2689
2023-05-19,20.3164
2023-05-23,20.3243
2023-05-24,20.2610
2023-05-25,20.1739
2023-05-26,20.2293
2023-05-29,20.4035
2023-05-30,20.3031
2023-05-31,20.1837
2023-06-01,20.0005
2023-06-02,20.3589
2023-06-05,20.3111
2023-06-06,20.3270
2023-06-07,20.3031
2023-06-08,20.2076
2023-06-09,20.0721
2023-06-12,19.9766
2023-06-13,19.9845
2023-06-14,20.0084
2023-06-15,19.9527
2023-06-16,19.7535
2023-06-19,19.6420
2023-06-20,19.6420
2023-06-21,19.2199
2023-06-22,18.8614
2023-06-23,18.5906
2023-06-26,18.8137
2023-06-27,19.0128
2023-06-28,19.1721
2023-06-29,19.2474
2023-06-30,19.4719
2023-07-04,19.6082
2023-07-05,19.4799
2023-07-06,19.1432
2023-07-07,19.1352
2023-07-10,19.1272
2023-07-11,19.2234
2023-07-12,19.5360
2023-07-13,19.6162
2023-07-14,19.7044
2023-07-17,19.7845
2023-07-18,19.6883
2023-07-19,20.0411
2023-07-20,20.0090
2023-07-21,20.1533
2023-07-24,20.2254
2023-07-25,20.2655
2023-07-26,20.2174
2023-07-27,20.0090
2023-07-28,20.0606
2023-07-31,20.0929
2023-08-01,20.1816
2023-08-02,20.0203
2023-08-03,19.9558
2023-08-04,20.1252
2023-08-08,20.0284
2023-08-09,20.1252
2023-08-10,20.2219
2023-08-11,20.0768
2023-08-14,20.0203
2023-08-15,19.9235
2023-08-16,19.9074
2023-08-17,19.7138
2023-08-18,19.6734
2023-08-21,19.4234
2023-08-22,19.2943
2023-08-23,19.6170
2023-08-24,19.4718
2023-08-25,19.6331
2023-08-28,19.7702
2023-08-29,19.9074
2023-08-30,19.8944
2023-08-31,19.5210
2023-09-01,19.6671
2023-09-05,19.6752
2023-09-06,19.6428
2023-09-07,19.6428
2023-09-08,19.3993
2023-09-11,19.4236
2023-09-12,19.4480
2023-09-13,19.6184
2023-09-14,20.1622
2023-09-15,19.7807
2023-09-18,19.7807
2023-09-19,19.5535
2023-09-20,19.6346
2023-09-21,19.3019
2023-09-22,19.3019
2023-09-25,18.9691
2023-09-26,18.5470
2023-09-27,18.3035
2023-09-28,18.5846
2023-09-29,18.6010
2023-10-02,18.1433
2023-10-03,17.6938
2023-10-04,18.0861
2023-10-05,18.2659
2023-10-06,18.4048
2023-10-10,18.5928
2023-10-11,18.9033
2023-10-12,18.7726
2023-10-13,18.6827
2023-10-16,18.8625
2023-10-17,18.9524
2023-10-18,18.6990
2023-10-19,18.4375
2023-10-20,18.0044
2023-10-23,18.0289
2023-10-24,17.9635
2023-10-25,17.5630
2023-10-26,17.4813
2023-10-27,17.3914
2023-10-30,17.5758
2023-10-31,17.6911
2023-11-01,18.2262
2023-11-02,18.9259
2023-11-03,19.4610
2023-11-06,19.1070
2023-11-07,18.7695
2023-11-08,19.0000
2023-11-09,18.9177
