company,ticker,sector,industry,current_price_cad,market_cap_cad,dividend_yield_pct,dividend_rate_cad,payout_ratio,five_year_avg_yield_pct,beta,trailing_pe,book_value,price_to_book,total_debt_cad,debt_to_equity,total_revenue_cad,ebitda_cad,operating_margin_pct,profit_margin_pct,return_on_equity_pct,return_on_assets_pct,52_week_low,52_week_high,52_week_change_pct,analyst_target_price,analyst_opinions,recommendation,occupancy_pct,total_assets_sqft,properties_count
SmartCentres Real Estate Investment Trust,SRU-UN.TO,Real Estate,REIT - Retail,30.33,5954195968,6.1,1.85,86.42,7.02,0.85,14.172896,36.39,0.83347076,5270611968,82.388,938992000,551193984,55.64,38.87,7.12,2.81,25.01,30.9,17.6,29.72222,9,none,97.6,35.5 million sq ft,200
